500 120000
12 283 4798
215 380 4069
72 246 4954
291 340 4256
58 425 3377
367 417 1808
150 393 4233
44 132 5095
390 408 9506
157 419 4757
30 179 6982
55 260 8961
152 221 4140
101 198 6389
11 162 9967
214 431 5245
253 395 4702
57 352 9818
96 458 6616
149 304 1177
43 341 4560
336 473 1989
119 486 4891
135 381 4910
181 207 2244
241 348 6923
114 162 2529
294 422 6634
24 134 2961
333 388 8130
100 401 1069
137 361 7361
176 449 3080
199 479 29
111 243 8289
42 278 3722
81 452 3361
321 373 7186
194 253 1932
180 440 3253
53 182 2386
219 338 5469
256 472 8412
39 455 945
9 48 1648
191 280 9253
85 261 8909
378 497 4295
124 237 2084
161 349 4965
20 400 5699
313 394 7640
80 139 7368
133 159 6144
27 436 4593
320 442 8261
260 391 2295
66 82 2599
375 476 9155
179 369 737
218 265 3702
165 270 7042
8 71 4659
317 451 8544
84 434 9436
356 447 6728
393 435 3317
123 412 3713
160 386 2457
363 397 2939
400 401 7061
109 161 2272
146 173 7700
19 329 9728
222 448 1388
259 342 7275
5 358 8825
298 496 1194
51 216 7993
127 333 8991
164 473 377
37 85 2321
203 437 7352
23 390 5266
302 331 8860
69 452 6953
108 110 4697
4 305 6302
207 330 7269
64 204 7005
283 362 2857
50 435 1035
359 447 9202
126 414 7856
142 419 247
61 273 131
248 264 8733
121 126 7331
47 354 3002
340 472 1069
287 307 4166
144 195 6361
93 224 1730
3 136 55
206 385 8726
245 421 8218
49 378 422
88 480 4806
141 298 7109
35 315 5938
187 468 771
226 434 4482
279 444 4427
173 217 1707
46 409 9736
233 374 9294
106 140 1879
286 392 4214
16 156 8577
325 430 8357
92 431 6870
129 339 6094
168 487 6165
267 493 7124
103 233 9650
34 464 5096
343 350 3898
73 430 1854
382 416 1323
225 379 421
172 422 4422
45 176 1533
211 312 8861
31 493 5035
91 286 9192
1 10 5999
183 294 431
77 287 3136
370 491 8188
116 251 6826
153 375 2296
462 491 7459
229 420 2836
12 398 2744
305 412 7049
215 241 9769
72 97 2331
312 464 1077
58 60 9805
171 375 1216
210 275 6084
263 287 7709
157 312 8073
30 62 2257
309 493 7739
76 424 2255
348 389 6037
385 437 6372
115 434 9357
152 424 1824
228 243 8546
138 199 4771
11 351 25
214 314 2889
253 256 8187
57 493 1500
149 453 7558
43 206 8721
209 218 8764
119 379 7020
156 487 2639
29 111 2591
389 470 371
195 411 1205
15 428 2769
54 450 5684
347 372 8387
294 349 6069
213 355 4630
252 463 1891
199 336 8655
56 162 4616
111 388 8739
42 413 2242
351 405 1787
118 416 757
53 315 2679
240 286 2554
293 364 6410
39 376 4144
99 469 4573
136 169 4119
191 397 9508
85 138 2963
431 498 5058
251 254 2145
198 411 8739
237 447 7911
41 364 9700
80 262 5917
133 260 6525
27 257 3256
412 477 2671
218 412 674
271 394 6488
165 179 5619
38 387 9993
98 246 4307
278 498 7052
8 242 5208
84 325 4279
123 297 9278
160 285 8565
259 451 8063
335 372 6927
65 400 2427
374 410 7880
217 333 2090
127 246 5316
164 332 2439
457 478 9986
37 218 9611
203 302 2219
23 27 7654
83 372 323
122 466 3012
175 332 3723
69 329 8004
362 453 3562
108 225 3423
145 361 6983
221 414 8339
4 420 13
207 223 7009
64 71 6223
304 470 9965
126 261 2518
163 285 9871
22 64 8265
61 422 1563
121 139 5774
68 390 3133
340 355 1001
107 424 4915
144 446 7077
384 461 8907
93 117 7133
130 225 6159
3 373 2575
206 268 7585
282 292 7803
125 324 9277
141 479 4064
35 164 2535
148 397 3165
7 442 232
46 292 7019
286 375 6441
106 115 9301
205 381 6838
244 485 3588
48 184 379
103 354 7704
34 359 4132
343 467 9936
110 458 7523
225 496 5474
45 293 776
232 308 9373
285 342 3314
31 342 8849
324 492 4498
91 491 9891
128 159 1351
183 443 6910
77 148 1418
423 488 3216
190 461 8640
33 278 1833
72 492 5065
381 382 6886
312 347 8218
185 211 3492
404 427 8528
171 480 4636
210 390 4073
30 421 4807
270 468 7193
90 208 7323
76 291 3424
115 319 1559
152 307 203
11 456 6016
87 189 4623
18 484 7644
327 370 975
57 122 9675
366 492 7797
170 187 8583
209 343 8633
119 204 6058
156 378 7030
449 480 648
29 228 8831
195 260 7148
15 49 1157
75 362 267
347 449 9242
114 460 6228
167 346 5336
354 447 4278
407 427 6201
100 143 7365
213 488 6778
86 110 2407
252 322 7791
289 456 3419
118 319 2526
155 291 2329
427 454 4297
194 455 3315
14 106 4415
53 384 6573
113 157 9143
293 401 712
332 377 2319
136 468 8200
212 295 9965
251 267 3703
198 278 997
237 308 8459
274 318 281
41 473 5184
117 366 459
133 393 5045
27 154 8546
140 411 8083
255 464 5851
292 302 8500
38 318 7915
151 245 9361
84 200 7499
430 436 6187
197 343 8851
236 387 2350
40 174 7289
95 328 508
26 321 4068
102 476 4064
217 474 9033
164 247 4656
37 335 8002
224 330 9994
97 188 6744
277 432 2269
23 172 5987
316 410 2088
83 385 7061
122 345 4379
175 465 8931
69 190 8682
415 454 480
25 312 3047
64 466 3200
304 321 4852
177 213 5589
396 433 2780
126 176 7996
163 390 44
36 152 7294
202 352 3360
22 479 6452
82 202 8166
262 462 8918
121 272 4072
174 266 6749
68 265 1665
107 293 4068
144 297 4992
79 139 4932
10 398 7988
319 408 4750
49 108 4687
125 473 4182
162 325 8766
201 313 9371
148 272 9987
187 250 6089
7 47 4613
120 199 67
67 320 5223
339 423 6876
106 486 2380
159 368 5410
346 393 3080
92 181 5015
129 165 5197
205 498 6043
281 482 1574
48 51 6160
124 262 3214
34 250 3280
200 206 392
110 337 8001
147 457 6374
419 428 7730
186 417 6983
6 124 4702
45 410 4240
105 183 7716
285 427 2552
52 458 7976
324 343 8879
91 100 1228
128 490 5180
243 289 99
190 376 2693
63 202 7898
266 424 2301
33 419 6609
342 407 859
109 376 2744
381 499 821
464 481 7507
247 494 8633
30 272 1369
270 291 2436
143 211 8931
76 214 6549
369 420 9042
189 401 8890
228 489 253
32 340 9700
87 310 4797
18 347 5067
327 487 962
366 379 5194
403 495 184
209 460 5137
156 205 1000
29 377 7136
216 352 2783
89 150 8149
269 426 3869
15 186 3500
308 432 9750
75 487 5375
114 323 5284
167 463 2751
86 229 9824
17 290 2145
56 440 5803
296 359 7457
169 255 603
388 415 2056
118 138 1754
155 444 8520
28 166 8441
194 346 923
14 497 8103
74 292 7130
113 266 6292
166 284 9551
60 375 6494
99 203 8378
136 351 9795
445 459 2208
212 426 8652
251 388 1906
288 394 3533
71 145 4265
2 440 6648
311 422 4140
41 70 1831
350 472 8213
117 499 6573
154 367 9173
193 259 6906
140 270 3880
13 24 4577
179 208 642
112 221 7354
59 422 794
331 445 6546
98 384 3255
151 398 3632
338 403 6571
211 227 9362
391 415 5594
250 327 1210
197 476 3685
70 90 81
236 374 3975
116 300 8390
26 212 6971
192 244 2575
102 331 5785
139 479 8292
178 443 2031
254 406 4813
37 500 8671
330 334 3190
277 325 4837
196 299 4790
235 327 1702
182 322 6611
475 500 4880
55 240 7051
221 232 7542
258 402 169
25 389 6412
334 441 3350
101 402 7141
373 477 5643
36 259 9462
239 260 5022
96 126 9161
276 370 2611
22 362 5021
315 476 6224
262 325 6233
135 201 4388
121 413 2727
174 401 6558
68 252 6087
361 398 3432
181 443 8162
220 471 3096
24 378 5572
79 284 5457
10 309 8799
358 365 8062
162 472 6001
201 422 2476
148 155 6127
21 403 3617
261 388 8787
81 136 5202
7 160 4745
120 338 1400
300 430 2375
67 461 3993
106 365 6862
159 485 7904
78 207 1487
498 499 6379
9 452 5940
318 350 4347
48 430 2616
124 409 8997
34 113 6865
200 377 2972
110 220 9267
147 338 4226
440 456 3919
20 204 2080
186 308 4827
6 491 7062
66 286 9673
105 316 8393
158 310 304
52 349 5063
345 461 3329
91 241 4450
128 357 3378
437 485 5070
204 432 4436
243 426 2858
280 416 5723
190 231 9109
63 127 5012
303 460 4659
123 192 4376
33 56 2396
109 493 6959
146 377 6479
418 498 2734
185 485 3585
132 292 9308
5 50 4947
171 214 7401
284 495 6341
104 243 4037
51 396 8355
323 403 3287
90 426 3468
143 420 8378
203 249 5422
242 289 1743
228 284 3984
265 494 6209
32 495 3710
108 314 5641
380 439 8048
18 206 41
94 381 6471
246 424 2641
29 462 5266
322 376 2660
216 235 9894
269 351 7103
89 99 7740
308 315 9472
368 486 5411
188 337 7442
460 462 9571
227 429 6220
47 158 8423
86 368 6302
17 415 3370
326 419 650
93 428 6801
365 455 5199
28 313 475
231 482 8267
268 360 2167
14 380 6270
307 498 1711
74 427 4717
113 391 3410
166 395 2259
60 138 5297
353 368 5491
226 254 5103
173 421 6413
16 352 3730
71 266 2654
2 271 265
387 475 7896
117 120 5484
154 498 2721
193 408 7590
13 397 1075
73 226 4561
112 328 1377
59 307 3161
98 279 7854
151 259 9852
250 458 6910
70 209 1996
310 352 4207
40 388 3166
349 390 3666
116 439 5801
153 171 7041
26 91 1341
192 335 3973
102 198 9976
139 328 896
432 478 8667
12 218 6617
178 302 689
58 360 8876
97 454 5175
150 328 6440
44 331 415
337 471 1634
83 151 6644
235 432 9333
272 326 4765
182 217 9374
55 69 957
295 474 9786
115 230 196
101 263 4155
138 275 2863
410 476 3545
36 438 8427
96 137 4921
276 389 8945
43 402 5730
315 361 8238
82 436 688
195 239 8383
68 103 7366
234 267 8148
181 256 1681
220 298 3422
257 464 8084
24 453 4957
100 336 1795
372 413 154
10 184 2482
379 395 5524
125 227 3481
471 475 5777
238 450 854
275 308 7758
21 280 141
208 241 9126
261 265 2937
120 477 1747
360 460 5432
180 383 6583
452 484 7823
39 132 3781
78 346 3458
9 369 510
85 454 3762
200 484 6658
147 223 7805
20 343 8050
223 456 1749
260 326 3897
6 358 1200
299 488 6766
66 405 3089
105 425 846
158 445 6867
52 160 7761
345 346 6765
398 460 2445
165 463 7680
8 262 6858
63 480 6300
356 382 1686
303 337 6802
160 193 1697
33 181 2769
146 492 8188
19 134 257
185 370 9121
5 423 4007
65 196 6866
104 382 76
51 281 2851
90 305 7468
143 297 3943
242 468 4716
62 187 3792
249 400 4486
122 142 79
302 394 8170
32 122 6750
341 480 255
108 429 7288
145 189 1049
18 69 2898
184 293 1239
94 232 3195
131 382 6716
424 500 442
4 240 5938
170 280 9162
50 370 3416
322 463 4612
89 488 4983
142 354 7316
329 441 6622
75 141 7511
421 489 3719
188 484 505
61 82 6861
227 342 6995
264 300 2938
107 252 3564
287 496 494
17 20 4336
93 289 1260
169 465 7679
28 396 1301
268 483 9301
88 223 211
307 383 9340
74 94 3078
187 277 1836
226 373 2926
173 282 4515
46 216 4387
16 475 467
92 366 7527
364 395 9775
2 130 7298
371 417 3111
117 205 6735
463 497 7473
230 292 3075
13 258 208
73 111 143
112 451 7981
59 204 4285
352 434 5619
405 424 9525
172 357 5121
70 332 6836
1 331 9761
40 271 4290
192 474 468
102 125 6866
12 333 3833
215 438 2506
72 160 2325
291 414 5308
97 339 6357
150 455 7719
390 470 5529
55 478 3769
295 335 3808
152 231 4538
25 159 167
101 140 9386
138 390 9974
11 156 2724
177 372 8933
253 449 4072
57 302 5659
96 260 4599
149 262 4003
43 271 9932
82 299 5144
135 311 3260
54 141 8462
241 394 1896
114 152 2613
294 412 8925
24 80 7561
100 475 390
137 343 1264
10 47 1246
176 315 1921
162 226 55
111 197 2362
275 449 8479
42 348 9016
314 409 3891
81 498 9539
321 387 7841
413 467 9693
180 450 3378
53 124 66
219 364 1365
256 274 6219
39 57 5180
99 274 5001
9 254 8041
191 194 7576
85 331 1312
378 455 1962
394 416 4481
124 167 7727
161 427 8413
20 474 8226
313 336 4823
80 197 3035
260 457 5153
27 462 2320
299 357 8865
66 104 3516
218 351 1805
165 372 1040
458 462 8823
38 194 8644
204 222 3708
8 433 9187
317 409 2553
84 388 2083
356 481 2143
123 470 9197
363 455 5425
109 215 6733
19 275 9087
455 495 3819
222 270 7238
5 300 4928
65 81 793
104 489 6042
51 226 8774
344 408 4647
397 434 7953
127 439 4099
164 387 188
203 495 9227
23 344 8725
62 294 5946
249 285 2117
32 245 8278
341 373 1648
184 432 9361
131 235 7303
4 379 4398
207 412 4086
64 134 9720
283 420 6244
50 489 364
359 369 3787
89 373 8757
142 489 4180
481 483 1676
61 231 3893
248 466 491
301 312 3589
47 436 8025
340 418 956
287 357 6840
144 253 3789
17 129 5679
93 182 617
130 416 5058
3 178 7723
169 350 91
245 491 5611
49 304 729
88 298 6591
141 224 3714
35 357 3849
74 197 1770
187 430 5780
226 392 1866
279 374 4254
46 103 841
233 444 6098
286 438 4439
106 178 3917
16 86 2583
325 468 8152
92 481 9832
129 361 4838
2 25 954
168 273 4946
154 204 8868
267 423 9845
103 163 2574
34 422 8804
306 387 938
73 404 4482
186 221 487
59 89 3084
225 305 9097
172 472 6298
45 102 4498
211 258 4430
91 296 3533
1 192 5408
183 248 3234
77 341 7589
370 417 8436
386 410 7544
116 141 771
153 445 6459
229 362 6203
12 448 380
305 330 1844
171 289 2423
443 452 976
44 49 8945
210 329 7969
157 334 7463
30 228 7833
196 244 8551
309 435 3465
55 339 3018
348 479 5362
11 265 1241
214 496 2837
87 98 4042
253 342 5948
290 448 446
57 443 942
96 415 879
149 395 2301
43 248 1562
336 398 3688
389 412 2424
119 397 2878
156 441 7646
428 438 3550
195 453 590
15 374 1222
54 280 6361
241 263 3783
24 219 9100
333 367 7839
137 476 4340
176 438 5302
252 385 2637
199 394 4409
56 236 582
111 334 5182
42 451 7395
81 367 2942
134 499 5704
53 193 9764
240 456 4161
293 338 9360
39 434 4471
332 440 5949
99 415 2492
136 147 9814
9 107 9684
191 375 6677
85 208 8815
431 452 2961
161 288 9336
41 282 8737
80 304 5091
133 202 954
27 347 5825
320 463 3675
66 255 6490
179 388 7719
218 418 6390
271 348 2152
165 249 1119
38 121 6451
98 204 8434
278 456 7286
8 60 9926
84 271 1241
393 486 3558
123 355 8449
160 471 3955
400 454 9958
146 214 7547
19 412 9427
95 137 1073
259 397 63
298 429 7122
65 430 6735
178 199 4906
51 111 2393
217 283 6485
127 312 1696
164 310 3550
203 280 9402
23 493 1865
62 429 2371
355 421 8917
122 408 342
69 383 4983
362 395 6035
108 155 5771
145 423 9987
221 340 9687
4 494 3236
297 380 2027
207 225 7050
359 490 1051
126 499 2639
163 327 1414
435 490 2277
202 419 2664
22 158 728
188 242 1126
61 380 5850
248 349 3241
301 429 5189
121 209 5073
107 482 9390
3 319 8653
206 474 7834
245 368 5190
282 490 6141
49 429 3083
88 437 773
141 405 9521
35 238 2016
328 356 3458
201 250 9154
148 471 29
7 364 9068
46 498 7000
339 356 8377
233 297 8016
286 317 1832
16 193 5499
325 345 6047
92 116 6356
129 486 8178
168 412 3588
244 431 6528
48 242 3029
103 340 5722
34 317 8538
73 257 8825
225 462 3352
45 219 8447
465 479 9668
285 364 669
105 112 1733
31 408 7028
324 406 2350
91 421 2358
128 169 8423
1 93 1273
183 333 9157
77 202 8893
153 266 809
33 364 2782
305 455 1306
72 470 573
312 421 8508
58 137 722
171 410 703
210 444 4313
263 330 2212
157 195 812
270 482 9160
90 230 9093
76 277 2328
385 472 8182
115 329 3740
392 428 1821
138 176 2667
11 386 8967
87 247 3043
18 410 3251
290 343 9102
57 64 3932
43 117 8384
209 269 6472
119 262 636
156 268 8705
29 58 5244
195 334 6590
54 407 5493
347 411 4929
114 386 2591
100 241 3584
446 477 1430
213 318 7000
252 276 366
199 255 731
56 119 338
111 467 3492
42 54 128
351 448 9084
155 381 8885
427 496 6468
194 413 6723
14 176 7482
180 216 422
53 342 380
240 323 2800
113 203 3700
293 455 420
85 101 7173
251 325 5246
198 460 6587
71 86 1340
237 362 946
274 500 3039
41 391 4428
80 427 3121
133 447 6823
27 212 1458
320 346 4199
193 204 3332
140 461 6127
255 282 8707
38 500 1261
331 378 3268
278 327 4193
151 207 8541
8 167 2587
84 146 5721
377 392 5599
160 354 2426
469 472 4625
236 437 6032
40 216 8933
222 224 6287
95 370 6722
26 279 1635
65 315 639
217 480 3743
127 173 6613
37 181 8624
224 388 9768
277 390 6036
97 138 445
23 102 6575
316 492 3915
83 459 2942
122 303 9349
69 228 1193
362 382 682
145 284 6553
25 326 9837
297 489 7446
64 492 9991
304 443 4590
50 147 5148
396 491 1022
126 382 4702
163 496 7615
36 66 6075
202 342 7377
61 497 9533
121 350 1292
174 208 1405
68 307 6604
107 351 1122
144 483 2281
384 402 914
130 138 4415
3 424 9399
79 221 7573
10 500 9899
282 369 5951
49 90 3037
125 303 9335
162 283 6119
148 346 1587
21 212 8815
441 464 7519
7 481 6993
120 145 2701
46 377 1676
339 497 1580
106 428 7953
159 186 7291
92 207 3961
438 487 6710
205 296 9
244 306 2787
281 296 118
48 109 8227
103 457 3857
34 176 9712
343 446 9409
110 415 4490
147 403 9618
6 170 2688
172 198 6879
45 336 1107
232 361 178
285 481 9540
105 253 1739
31 269 6241
183 454 1695
77 127 1543
243 363 7713
190 422 8112
63 188 3449
266 414 6059
342 365 7640
381 457 7480
247 288 6839
284 302 7242
30 478 8408
323 336 8047
270 361 7978
90 109 8221
143 229 4859
76 136 6536
369 402 8757
152 328 3929
228 467 3849
32 302 5545
87 264 3986
18 273 614
57 205 3360
119 155 9609
29 143 1519
216 426 9949
15 76 729
75 465 9364
114 313 6044
167 257 1806
227 234 7606
137 246 462
86 179 6235
17 344 5294
289 403 2500
56 386 7816
296 401 154
42 189 5603
388 449 4806
118 320 139
28 120 8688
14 63 3517
53 475 5763
240 254 3423
113 320 934
166 202 6338
60 329 9244
353 433 2343
99 181 9657
136 393 3222
212 380 441
251 478 5024
288 324 3759
71 203 1892
2 462 216
274 363 6983
117 313 101
154 309 4455
27 33 2065
193 345 5547
140 320 9562
433 458 9811
13 206 885
255 399 5917
112 151 1097
38 355 9248
98 470 862
338 457 3075
250 269 4914
197 258 1705
236 296 5656
273 306 8183
40 67 2660
95 487 8760
26 154 8199
335 404 9517
102 385 1428
139 393 5118
411 428 6048
178 497 3533
254 348 7405
37 314 1083
224 287 9567
23 251 1507
316 359 3720
83 84 486
376 458 2864
175 428 2994
69 105 5792
235 369 4957
182 408 7752
55 138 5873
258 424 7004
25 467 1818
64 359 6350
373 483 8349
304 310 9732
126 229 5047
36 245 5253
456 497 6618
239 462 8290
276 324 4239
22 416 4376
315 406 826
82 119 9462
262 371 7008
121 491 8607
174 351 6475
361 436 4995
144 350 904
453 492 1238
220 489 4927
24 260 7414
79 294 9558
10 379 7621
49 215 499
395 431 6151
125 420 2495
162 430 4108
201 492 9889
148 237 8107
21 89 6481
208 432 2505
7 90 2904
300 480 6023
120 284 3470
106 275 8351
159 303 30
399 476 1450
129 200 2276
78 149 4295
9 434 9915
281 437 9752
48 408 4729
124 339 1731
161 223 9226
34 71 1119
200 291 6585
110 298 8704
147 284 7619
20 22 972
186 378 8439
495 500 6199
6 33 5479
45 453 9872
105 362 7099
158 252 1341
52 359 1172
345 411 8276
91 139 4917
128 447 7046
204 362 9208
243 500 6258
280 362 6022
190 301 970
33 118 2085
109 291 2282
146 303 693
418 456 9366
185 435 4091
132 366 3075
5 248 4290
247 437 5377
30 325 761
323 477 3080
90 496 156
242 279 4735
62 122 195
228 326 4506
265 468 1582
32 441 6782
87 413 5446
380 393 1057
18 132 1197
327 402 2042
184 228 605
94 427 1158
131 447 6869
170 475 9157
246 358 1033
29 260 8086
216 309 4138
269 277 3016
15 209 5129
308 333 7507
368 464 7925
167 442 5790
227 407 7961
467 484 8534
47 224 701
86 334 1126
17 469 4931
326 345 48
56 269 7625
118 223 5353
28 243 1096
231 468 4281
14 394 1691
307 444 4232
74 401 1876
166 321 3034
60 220 9441
136 308 1356
16 282 1181
288 479 6474
71 316 4972
2 325 8594
311 461 4001
41 249 7321
350 397 5131
117 398 2820
154 440 7656
193 470 5386
140 251 7923
13 67 1815
112 258 7425
59 269 5971
352 369 6084
98 365 3853
151 469 8356
250 400 7757
70 143 9604
1 436 3733
273 431 2931
40 462 1
116 377 4984
153 241 2212
26 97 3358
192 281 2321
102 316 5788
139 258 4357
178 356 8469
254 459 2070
37 431 5526
330 443 4672
97 412 7025
44 381 3079
337 397 6889
83 225 6713
429 437 3102
196 320 7105
235 490 7744
272 368 2524
182 279 6976
258 319 9230
25 88 299
138 345 5522
177 437 57
163 230 1248
36 376 5073
239 339 6557
96 195 7123
276 463 2074
22 319 3562
82 490 8906
174 490 580
234 305 2476
181 470 8667
54 76 1085
220 380 327
257 494 1801
24 399 686
79 427 153
372 423 952
10 238 5121
319 376 860
176 250 244
238 264 463
21 494 5752
314 344 4171
208 299 5418
261 319 3726
7 207 4294
120 423 6591
300 347 96
67 96 6901
159 400 1083
219 429 4229
39 254 4752
205 210 3418
78 352 9239
9 319 281
48 275 9672
200 430 6273
110 177 6510
147 169 6628
20 153 7395
223 498 8877
6 412 8790
299 418 3948
66 427 8346
105 471 3240
158 363 5412
52 234 3175
345 352 3046
128 266 7674
8 368 1696
63 426 1348
123 151 9954
303 411 2508
33 131 6826
109 408 9083
146 418 1936
19 80 5372
185 312 9557
132 209 7811
5 109 8572
104 296 6656
51 291 4120
90 327 4453
143 499 8994
242 394 6294
189 369 5593
62 225 1186
249 478 1096
265 321 5032
32 52 5027
108 359 5891
145 235 7430
18 123 6796
184 367 873
94 278 5632
131 296 7383
4 58 4565
170 334 1994
29 409 1579
322 389 2608
89 438 2485
142 168 3294
329 487 5959
75 199 552
421 479 7665
188 318 2346
227 256 3084
264 278 1326
47 117 6553
86 453 6686
17 66 2376
326 468 1198
130 355 8701
169 415 6397
409 424 4952
155 220 1525
28 326 5604
231 329 4659
268 469 1615
88 233 4730
14 273 7274
60 87 1507
226 331 3531
173 464 5110
46 166 5441
71 433 6210
364 445 1280
2 216 8888
311 326 5793
371 491 9842
230 274 3924
306 322 889
112 445 7472
59 134 7098
352 396 6081
151 366 2568
444 468 3566
211 451 3880
31 212 4121
451 464 6199
197 252 3772
70 378 8138
1 257 770
40 313 163
349 465 1746
116 460 6358
192 404 9260
102 171 5239
139 191 8729
12 135 776
215 392 5564
58 453 1067
97 297 5316
150 285 8831
44 240 7191
337 378 2079
196 459 8228
272 491 2026
55 400 903
115 189 9891
295 385 8820
152 177 238
25 165 1943
101 370 612
138 460 2784
11 86 5899
177 290 3998
36 483 2314
96 350 3727
149 204 8991
43 313 1287
82 353 4037
234 420 2583
181 347 6859
241 448 6047
257 379 4818
24 26 6076
100 269 5925
137 285 3326
10 21 8875
176 373 5317
416 452 6575
162 184 229
238 407 1153
275 395 8264
111 143 1058
21 371 6686
314 495 4346
81 424 2767
134 178 5351
321 473 212
67 237 5196
413 489 437
180 276 9218
219 294 8838
256 300 625
39 115 9335
78 495 9817
85 401 7942
378 397 6663
394 406 3245
161 481 4023
401 434 5265
20 300 985
223 359 1890
260 499 3793
80 255 9078
6 267 1772
158 470 5741
52 125 659
165 442 9591
38 184 9896
317 367 2063
63 351 442
363 497 7449
19 221 6672
222 308 7905
5 466 5595
298 364 4990
104 403 7550
51 172 6722
344 418 6774
143 324 9606
436 498 9652
203 473 4442
23 274 2970
62 364 1705
249 363 4751
122 219 7143
302 479 7771
32 207 1472
108 474 556
94 157 6437
131 149 992
4 173 5678
424 425 189
207 422 4787
50 479 5449
89 259 7945
142 311 4854
329 364 5748
202 226 4479
188 433 8896
61 189 8178
248 412 4053
264 385 318
107 163 563
144 183 4728
17 191 7621
287 431 6161
93 332 1916
3 124 7385
169 260 3663
28 473 9994
88 372 7623
141 214 2586
35 431 1517
328 419 5848
74 139 660
383 391 478
187 376 9835
226 478 9235
279 328 7955
173 325 7475
233 490 4338
92 315 8339
129 295 5815
2 47 2780
168 347 8181
371 372 5593
408 490 5947
117 152 5681
230 393 4459
103 149 7563
267 401 9208
13 365 2802
73 450 9386
225 271 3135
172 274 5374
211 332 9319
31 89 9867
70 497 3697
1 158 8030
310 384 8057
77 395 4458
370 407 5919
386 464 7365
153 459 4692
229 336 370
12 314 149
215 285 2303
291 373 37
58 72 4791
367 454 1523
150 424 4839
44 107 3549
210 383 5017
157 388 3684
30 146 7175
55 357 2833
295 314 483
101 231 4224
11 195 8459
447 463 5797
214 462 2475
253 428 907
290 406 2041
57 385 936
96 489 1977
149 337 9164
43 178 6618
119 455 7718
135 354 6288
428 488 9065
15 312 4499
54 342 4512
241 381 7266
294 449 289
114 197 7776
24 229 4786
333 421 2106
100 432 6026
137 394 4539
176 480 2562
199 444 9055
111 272 5867
42 265 4397
81 293 7703
321 342 3520
180 415 2910
53 151 3335
240 386 539
256 423 5589
39 484 8285
99 329 2339
9 81 5530
191 313 4555
85 294 4835
161 382 697
470 480 4561
20 439 2978
313 427 9346
223 232 5210
80 362 6069
133 240 5117
27 405 9625
320 409 5336
66 181 3307
375 445 2279
412 425 938
179 334 9883
218 488 7927
271 358 1656
165 303 2710
38 55 3764
8 102 724
317 484 6903
84 465 7577
393 428 4417
123 445 4586
160 417 3709
236 244 7479
109 130 6233
400 496 2261
19 358 6788
222 419 6187
259 439 6558
95 179 2618
5 327 9933
298 467 6771
65 484 6768
51 57 5528
217 289 6470
127 354 9825
37 118 67
203 338 9195
23 423 5204
62 411 8543
355 367 7236
302 362 9393
175 216 9099
69 421 5355
362 433 5961
145 477 5067
221 362 1343
4 272 5782
297 298 1179
207 299 7517
283 331 3837
50 82 4239
359 476 6979
126 441 2571
142 386 3246
435 436 3898
442 472 4366
22 212 2060
188 196 1955
61 306 354
248 295 6097
301 355 9178
47 259 5416
93 193 13
206 480 1108
245 390 3178
282 432 5831
49 411 5477
141 331 9226
35 216 3133
7 294 687
279 477 2106
46 440 4779
233 343 6415
286 491 4234
106 239 2061
16 251 9077
325 399 2991
92 398 2047
129 444 8392
168 454 8082
103 270 2631
34 499 6319
343 383 2519
73 335 4790
382 451 7822
225 388 3155
172 389 4392
45 145 5944
232 424 1603
31 450 9863
91 383 6886
128 227 6110
1 107 2489
183 263 6740
77 256 9898
116 218 5309
153 336 3146
229 453 65
12 429 4157
72 384 7462
312 495 5095
58 223 8042
404 455 471
171 340 6153
210 498 30
263 380 1514
157 281 8298
309 462 3966
76 463 2340
385 406 9434
152 391 4954
392 406 7128
101 108 8363
138 230 1052
11 380 6251
214 325 6679
87 201 1789
253 289 555
290 301 70
149 486 8812
43 47 8180
209 315 9274
119 344 4602
156 454 5039
29 112 2208
195 376 7198
15 397 4587
114 120 8009
294 380 2601
167 198 4629
354 459 5826
213 260 5254
485 495 2671
252 494 3450
289 348 4326
199 305 8748
56 65 7648
111 421 3846
42 124 6749
351 394 1220
118 387 1724
134 420 317
14 254 4053
434 450 8234
180 226 1688
240 317 4029
39 281 2241
332 485 2389
99 498 171
191 418 1708
85 171 5280
237 416 2365
274 426 1651
41 333 7825
80 485 8185
133 357 8907
27 238 7867
179 475 1313
255 332 8591
271 491 5666
38 418 8600
278 413 5424
98 153 8244
8 145 9736
84 356 1872
377 470 9022
123 310 8065
160 316 5013
19 499 7925
95 292 8356
26 477 549
335 341 368
65 369 6076
374 485 3154
217 430 5316
127 151 2019
164 355 6844
37 251 9944
224 478 1660
23 56 9049
83 277 7086
175 365 2917
69 298 6751
108 192 2428
145 330 115
454 476 1615
4 411 9064
297 407 3889
64 422 2050
50 201 4659
396 477 850
126 292 1403
36 52 3435
202 284 8001
22 99 643
61 455 6731
301 472 304
121 164 8553
68 485 6634
361 373 7460
144 413 1520
384 428 3998
130 192 8348
3 338 8678
206 367 6903
79 231 2239
245 267 5959
125 357 7868
141 448 7235
148 428 1961
21 154 2159
480 500 1013
7 411 1337
46 327 9142
286 342 247
159 236 164
346 485 3868
205 286 6145
244 452 6078
281 374 352
48 167 1029
103 387 2479
34 134 749
343 496 7584
110 485 7511
419 448 7353
426 492 909
6 224 7398
172 248 8631
45 262 291
232 275 5818
285 311 6673
31 311 4589
324 451 9668
91 456 5098
